V,I,G,P,fault_type
141.98727,9.65547,831.54678,1370.9538258669,0
137.64521,9.67732,831.40839,1332.0367436372,0
139.92754,9.67525,831.38838,1353.833931385,0
140.38792,9.66182,831.16398,1356.4028132144,0
140.14422,9.64623,831.5323,1351.8633792906,0
139.805,9.67869,831.49781,1353.12925545,0
138.56598,9.68693,831.58958,1342.2789486414,0
140.79106,9.65162,831.57467,1358.8618105172,0
140.65962,9.64346,831.55594,1356.4454190852,0
139.434,9.68516,831.37667,1350.44059944,0
139.41912,9.65106,831.67452,1345.5422922672,0
140.49097,9.68094,831.36219,1360.0846511118,0
142.13071,9.66182,831.28448,1373.2413364922,0
138.22646,9.63284,831.61257,1331.5133729464,0
140.7243,9.63475,831.09181,1355.843449425,0
137.96271,9.68445,831.39434,1336.0929668595,0
139.92764,9.65569,831.21465,1351.0979142716,0
142.19033,9.65186,831.35176,1372.4011585138,0
138.61209,9.66734,831.33877,1340.0102021406,0
139.2315,9.68767,831.52166,1348.828825605,0
139.28652,9.79213,831.14865,1363.9117110876,0
138.30405,9.7905,831.13247,1354.065801525,0
139.24071,9.71562,831.1329,1352.8098268902,0
138.29292,9.75619,831.10607,1349.2120031748,0
137.81457,9.7959,831.12246,1350.017746263,0
138.48444,9.77122,831.12587,1353.1619298168,0
138.79091,9.72762,831.11757,1350.1052319342,0
139.91656,9.74052,831.11416,1362.8600510112,0
138.81495,9.76252,831.13098,1355.183725674,0
140.80645,9.76172,831.08116,1374.513139094,0
136.10878,9.87363,831.10373,1343.8877334714,0
135.83941,9.87391,831.1825,1341.2661087931,0
137.32169,9.848,831.34601,1352.34400312,0
137.3558,9.85627,831.18293,1353.815850866,0
139.58094,9.84759,831.42798,1374.5358689346,0
139.1163,9.81686,831.31834,1365.685240818,0
136.15762,9.84517,831.23019,1340.4949156954,0
137.38106,9.86607,831.2864,1355.4111546342,0
137.43785,9.83043,831.65664,1351.0731637755,0
137.50111,9.79866,831.20507,1347.3266265126,0
137.06745,9.82153,831.77289,1346.2120721985,0
136.33173,9.84835,831.78949,1342.6425931455,0
138.45564,9.83614,831.76437,1361.8690588296,0
137.8339,9.85711,831.95386,1358.643914029,0
139.53518,9.89443,831.92682,1380.6210710474,0
137.06482,9.84844,831.78289,1349.8746558808,0
138.47523,9.82164,831.77608,1360.0538579772,0
137.82955,9.82943,831.63237,1354.7859136565,0
139.06817,9.85423,831.8655,1370.4097328591,0
137.46887,9.83745,831.71562,1352.3431351815,0
138.76605,9.83193,832.08671,1364.3380899765,0
136.90266,9.82256,831.82228,1344.7345920096,0
139.59936,9.81739,832.00517,1370.5013608704,0
136.76332,9.84109,832.32793,1345.9001408188,0
139.17668,9.81339,831.86614,1365.7950397452,0
133.07332,9.80427,832.07947,1304.6867590764,0
139.6483,9.8479,832.23595,1375.24249357,0
137.43527,9.85676,832.02007,1354.6664719252,0
135.35236,9.81508,832.09011,1328.4942415888,0
139.7178,9.82417,832.19082,1372.611419226,0
140.31798,9.736,831.89595,1366.13585328,0
141.97512,9.76073,831.89318,1385.7808130376,0
140.9093,9.77072,832.22872,1376.785315696,0
136.08165,9.7339,831.9596,1324.605172935,0
136.7287,9.77591,832.01496,1336.647465617,0
139.09059,9.77305,831.98302,1359.3392905995,0
137.35444,9.74867,832.0652,1339.0231085948,0
137.43926,9.74776,832.13993,1339.7249210576,0
138.02522,9.77374,831.9002,1349.0226137228,0
138.35861,9.78322,832.05499,1353.5927205242,0
141.1366,9.64191,832.25426,1360.826394906,0
138.75031,9.68443,831.93257,1343.7176646733,0
138.14457,9.67876,831.92575,1337.0681383332,0
140.36403,9.68549,832.085,1359.4944089247,0
139.76735,9.67609,831.91489,1352.4014576615,0
139.71456,9.65911,831.9958,1349.5183036416,0
142.09067,9.65853,831.94002,1372.3869989151,0
140.06146,9.68071,832.05328,1355.8943764366,0
139.673,9.69016,831.95024,1353.45371768,0
140.22196,9.67265,832.10757,1356.317941394,0
140.15227,9.7069,831.65813,1360.444069663,0
136.6675,9.69034,831.8193,1324.35454195,0
139.43112,9.64221,831.84229,1344.4241395752,0
139.83851,9.64892,832.02901,1349.2905959092,0
139.72655,9.70917,831.85996,1356.6288274635,0
138.53526,9.70677,831.78034,1344.7299057102,0
142.54281,9.64501,831.85187,1374.8268278781,0
140.76267,9.62931,831.85507,1355.4473858577,0
136.7081,9.68617,831.81164,1324.177896977,0
141.52592,9.66443,832.12759,1367.7673470256,0
141.63814,9.62646,831.88104,1363.4738891844,0
137.05212,9.64315,831.67559,1321.614150978,0
140.46951,9.70018,831.90191,1362.5795315118,0
139.89991,9.66112,832.02667,1351.5898184992,0
140.22996,9.63476,831.52145,1351.0820094096,0
140.94883,9.68352,831.98175,1364.8808142816,0
139.31845,9.68616,831.68517,1349.460797652,0
140.48687,9.63887,831.79205,1354.1346766369,0
141.2061,9.64843,831.70433,1362.417171423,0
141.25114,9.69634,831.73542,1369.6190788276,0
138.58961,9.65787,831.7665,1338.4804367307,0
140.94412,9.67832,832.06457,1364.1022954784,0
138.40113,9.69399,831.87082,1341.6591702087,0
140.83909,9.63683,831.85698,1357.2423676847,0
138.98182,9.64567,832.04285,1340.5727717194,0
141.82374,9.67357,831.85528,1371.9418765518,0
139.6604,9.7031,831.95641,1355.13882724,0
140.68953,9.66181,831.65217,1359.3155078493,0
141.0784,9.69367,831.91681,1367.567453728,0
139.02267,9.69559,832.01517,1347.9068090253,0
138.95616,9.69355,832.35497,1346.978484768,0
140.81819,9.64751,832.13802,1358.5448962069,0
139.86154,9.65658,832.20657,1350.5841499332,0
138.28365,9.69524,832.13844,1340.693174826,0
139.74508,9.66304,832.28982,1350.3622978432,0
141.16242,9.66776,832.27087,1364.7243975792,0
138.7619,9.66194,832.04498,1340.709152086,0
137.80794,9.64729,832.16804,1329.4731614826,0
140.82022,9.66485,832.26448,1361.006303267,0
138.88095,9.62436,832.16591,1336.640259942,0
136.50088,9.66775,832.27747,1319.65638262,0
140.33265,9.63729,832.44971,1352.4264445185,0
140.064,9.64671,831.87316,1351.15678944,0
139.71835,9.69025,832.25001,1353.9057410875,0
139.10248,9.67894,831.98664,1346.3645577712,0
139.94885,9.61029,832.10246,1344.9490336665,0
139.23884,9.6303,832.03178,1340.911800852,0
138.48915,9.69751,832.12759,1342.9999170165,0
138.87037,9.6737,831.96471,1343.390298269,0
140.90054,9.65987,831.9628,1361.0808993298,0
137.89185,9.81544,832.39436,1353.469180164,0
140.19443,9.70989,831.73052,1361.2724939127,0
142.98537,9.70584,831.85187,1387.7931235608,0
136.49375,9.77756,832.17975,1334.57583025,0
138.25926,9.78278,831.89786,1352.5599235428,0
140.54392,9.71599,832.02752,1365.5233212808,0
141.52846,9.73315,831.96706,1377.517730449,0
139.34988,9.77201,832.06457,1361.7284208588,0
137.24501,9.7664,832.26832,1340.389665664,0
138.35102,9.76282,832.12226,1350.6961050764,0
138.79561,9.74871,832.10055,1353.0781511631,0
137.31855,9.74209,831.96769,1337.7696727695,0
138.93996,9.76708,832.34326,1357.0377045168,0
141.25084,9.7429,832.2647,1376.192809036,0
136.32232,9.72324,831.854,1325.4946347168,0
143.02733,9.76923,832.19486,1397.2668830559,0
139.65711,9.76978,831.88892,1364.4192401358,0
138.45731,9.7354,832.09714,1347.937295774,0
138.76808,9.73041,832.00006,1350.2703133128,0
140.02512,9.76756,832.00431,1367.7037611072,0
138.43909,9.82502,831.94151,1360.1668280318,0
136.13171,9.83825,832.37477,1339.2977959075,0
137.39887,9.84838,832.2334,1353.1562833306,0
136.42112,9.8282,831.96514,1340.774051584,0
139.12987,9.84288,832.21615,1369.4386148256,0
133.29936,9.84497,832.08011,1312.3282002192,0
138.40973,9.85905,832.14015,1364.5884485565,0
137.40363,9.85024,832.01858,1353.4587323712,0
137.22249,9.82882,831.91298,1348.7351541618,0
137.59723,9.85965,832.17826,1356.6605287695,0
136.17316,9.84449,831.72456,1340.5553118884,0
139.29887,9.81316,832.18912,1366.9620991292,0
138.12118,9.83915,831.887,1358.995008197,0
134.88858,9.87766,832.02305,1332.3835311228,0
137.0255,9.85848,831.92831,1350.86315124,0
136.94765,9.84604,831.93576,1348.392039806,0
135.86315,9.83551,831.71349,1336.2833704565,0
137.4792,9.86527,831.85975,1356.269427384,0
137.84326,9.86134,832.05264,1359.3192535684,0
137.38693,9.85106,831.93214,1353.4068906458,0
137.53533,9.86074,831.78673,1356.2001299442,0
137.5373,9.8822,831.92937,1359.17110606,0
136.59234,9.85133,831.8902,1345.6162168122,0
138.63679,9.83177,831.83761,1363.0450328183,0
137.99622,9.86884,831.84975,1361.8626157848,0
137.11422,9.83733,832.06819,1348.8378298326,0
138.42725,9.83312,831.83527,1361.17176052,0
135.92055,9.84757,831.68858,1338.4871305635,0
139.58448,9.84493,832.01177,1374.1994346864,0
136.57782,9.84429,831.55125,1344.5116676478,0
139.52643,9.85514,832.42587,1375.0525013502,0
136.89572,9.86437,832.54594,1350.3900334964,0
138.35487,9.85862,832.43204,1363.9880884794,0
135.84493,9.84446,832.45354,1337.3199795878,0
136.55251,9.85722,832.47356,1346.0281326222,0
135.97693,9.85809,832.40117,1340.4728138637,0
138.16765,9.8281,832.49123,1357.925480965,0
135.34957,9.82753,832.68007,1330.1519596621,0
135.4674,9.86286,832.44843,1336.096000764,0
135.93117,9.82946,832.49442,1336.1299982682,0
138.97656,9.82693,832.76822,1365.7129267608,0
138.91759,9.85857,832.96984,1369.5287852463,0
135.09838,9.82955,832.66198,1327.956281129,0
139.3964,9.82927,832.56021,1370.164852628,0
137.35656,9.86063,832.81612,1354.4222162328,0
137.21378,9.85444,832.69349,1352.1649621832,0
137.70478,9.83752,832.72712,1354.6735273456,0
139.18686,9.86556,832.59981,1373.1563185416,0
136.40867,9.83923,832.74096,1342.1562781241,0
137.84235,9.83367,832.60981,1355.4961819245,0
136.95185,9.92821,832.83869,1359.6867266885,0
136.56425,9.91122,833.03115,1353.518325885,0
138.53652,9.92424,832.82719,1374.8696732448,0
136.87011,9.9401,832.95536,1360.502580411,0
137.55583,9.94678,833.09013,1368.2375787274,0
137.51311,9.93533,832.82889,1366.2381271763,0
136.17478,9.91873,832.96856,1350.6808756294,0
137.56342,9.92679,832.96111,1365.5631820218,0
138.38458,9.93923,832.86019,1375.4361690734,0
136.50139,9.95012,832.83528,1358.2052106668,0
136.84845,9.86542,833.1425,1350.067435599,0
137.53432,9.83833,833.0848,1353.1080264856,0
137.4384,9.8476,833.05457,1353.43838784,0
138.35067,9.87047,833.2596,1365.5861377149,0
137.59353,9.85132,833.04499,1355.4778939596,0
137.08031,9.81401,833.16102,1345.3075331431,0
134.93737,9.83427,832.99581,1327.0105296699,0
138.57043,9.85141,832.92768,1365.1141198063,0
138.13946,9.84366,833.20361,1359.7978768236,0
138.95839,9.84919,833.18636,1368.6275852041,0
136.88555,9.87856,833.3009,1352.232118808,0
138.23486,9.83372,833.18593,1359.3629074792,0
135.54099,9.8108,833.28004,1329.765544692,0
139.2683,9.85785,833.20914,1372.886011155,0
135.21514,9.83455,833.37606,1329.780055087,0
137.70089,9.81953,833.00901,1352.1580203817,0
138.21477,9.83067,833.02455,1358.7437929959,0
138.76697,9.8455,833.3767,1366.230203135,0
137.48036,9.84723,833.09545,1353.8007254028,0
136.54927,9.84865,833.23724,1344.8259679855,0
141.29801,9.77498,832.90341,1381.1852217898,0
139.64466,9.73559,833.18615,1359.5231554494,0
140.9427,9.74695,833.36797,1373.761449765,0
136.85209,9.76473,833.17486,1336.3237087857,0
138.71569,9.75889,833.16954,1353.7111599841,0
139.47799,9.75204,833.2794,1360.1949375996,0
139.27159,9.71603,833.13271,1353.1669465877,0
138.62079,9.74596,833.1919,1350.9926745084,0
141.10856,9.79327,833.0963,1381.9142273912,0
139.36973,9.81332,833.0369,1367.6797588036,0
139.0792,9.66132,832.6179,1343.688656544,0
141.01331,9.65506,832.51976,1361.4919688486,0
140.82933,9.6727,832.81548,1362.199860291,0
139.03006,9.68501,832.63089,1346.5075214006,0
140.35776,9.67995,832.69349,1358.656098912,0
140.23998,9.65236,832.65985,1353.6467733528,0
140.782,9.69465,832.71478,1364.8322163,0
138.72693,9.69224,832.76971,1344.5747000232,0
140.26908,9.67509,832.70434,1357.1159732172,0
139.55563,9.68902,832.73798,1352.1572901826,0
139.18296,9.7107,832.75672,1351.563969672,0
138.58293,9.65924,832.57043,1338.6057807732,0
140.45514,9.62578,832.84784,1351.9902775092,0
141.92238,9.66321,832.78653,1371.4257616398,0
139.0994,9.70013,832.6756,1349.282262922,0
137.14069,9.66704,832.75651,1325.7445358576,0
141.53584,9.6309,832.74245,1363.117521456,0
138.84977,9.65936,832.76438,1341.1999143472,0
140.51016,9.71639,832.70945,1365.2515135224,0
137.87601,9.69314,832.72521,1336.4514675714,0
139.99693,9.78823,832.7597,1370.3221501339,0
138.63658,9.77375,832.99326,1354.999273775,0
137.59308,9.74444,832.99134,1340.7675124752,0
137.98868,9.73792,832.59981,1343.7227267456,0
138.57129,9.77291,832.99347,1354.2447457539,0
134.93039,9.79311,832.7746,1321.3881516129,0
138.36793,9.75364,832.82591,1349.5909767652,0
139.80556,9.72766,832.91618,1359.9809537896,0
139.1284,9.76541,833.11355,1358.645868644,0
137.57516,9.80137,832.72372,1348.4250459692,0
137.48132,9.82962,832.98878,1351.3891326984,0
136.46606,9.82507,833.11482,1340.7885921242,0
135.99854,9.84434,833.25023,1338.8158672636,0
138.56046,9.85208,833.24065,1365.1087367568,0
137.21246,9.84703,833.04584,1351.1352099938,0
137.81203,9.838,833.06862,1355.79475114,0
139.25665,9.85962,833.20233,1373.017651473,0
138.42558,9.83909,833.06564,1361.9817399222,0
136.96764,9.84959,832.98091,1349.0750972676,0
139.17501,9.84334,832.97431,1369.9469429334,0
135.71207,9.83806,833.10205,1335.1434873842,0
137.68241,9.83017,832.54978,1353.4414963097,0
140.9299,9.80322,832.78546,1381.566814278,0
138.69803,9.82857,832.80909,1363.2032967171,0
138.89902,9.82883,832.7844,1365.2148547466,0
139.23013,9.84277,832.77141,1370.4101466601,0
134.17533,9.87141,833.00922,1324.4996943153,0
135.20391,9.85028,832.87978,1331.7963705948,0
138.07933,9.83757,832.71499,1358.3650744281,0
137.29694,9.84884,832.87403,1352.2155945496,0
134.23187,9.84281,832.75587,1321.2187923547,0
134.85452,9.85734,832.9032,1329.3068541768,0
137.30276,9.84902,832.7218,1352.2976292952,0
137.79624,9.83894,832.94067,1355.7689375856,0
137.63944,9.86901,833.01817,1358.3650097544,0
138.24281,9.85192,832.867,1361.9571046952,0
137.43815,9.84716,832.85976,1353.375453154,0
137.8383,9.86434,832.86445,1359.683856222,0
139.20412,9.83635,832.71925,1369.260445762,0
139.0215,9.80594,832.85742,1363.23648771,0
138.92463,9.74947,832.48441,1354.4415124461,0
139.5123,9.75336,832.45248,1360.713686328,0
138.3949,9.75277,832.55744,1349.733628873,0
140.63259,9.7566,832.60513,1372.095927594,0
140.03241,9.77581,832.50379,1368.9302340021,0
135.82433,9.78087,832.47185,1328.4801145671,0
139.32382,9.75879,832.51081,1359.6319013778,0
139.92172,9.75927,832.504,1365.5338443444,0
137.22066,9.78509,832.28663,1342.7165079594,0
139.16388,9.77204,832.5568,1359.9150019152,0
143.04864,9.70011,832.36966,1387.5875433504,0
139.48421,9.68617,832.41905,1351.0677703757,0
140.73979,9.63778,832.3439,1356.4191332662,0
141.15113,9.67786,832.52082,1366.0408749818,0
139.64866,9.7284,832.28918,1358.558023944,0
139.17668,9.67571,832.23127,1346.6331944428,0
139.87354,9.65267,832.48846,1350.1531233518,0
139.69062,9.69223,832.40968,1353.9136178826,0
141.55417,9.70556,832.42203,1373.8624901852,0
142.26139,9.66593,832.49187,1375.0886374427,0
140.11673,9.66503,832.31196,1354.2323989519,0
140.2004,9.61227,832.35092,1347.644098908,0
139.2025,9.65312,832.50826,1343.7384368,0
141.06635,9.69019,832.41032,1366.9597341065,0
142.59084,9.68899,832.28471,1381.5612228516,0
141.771,9.66666,832.30557,1370.45205486,0
140.53238,9.64718,832.25746,1355.7411656884,0
141.29978,9.66673,832.22126,1365.9068223194,0
137.55978,9.71018,832.08969,1335.7302245604,0
140.0151,9.68145,832.25831,1355.549189895,0
139.08988,9.65295,832.82847,1342.627657146,0
140.63583,9.67472,832.80782,1360.6122772176,0
139.41366,9.69561,832.89362,1351.7004760326,0
136.29372,9.68215,832.96749,1319.616241098,0
139.77833,9.66526,832.85082,1350.9939018158,0
139.84028,9.67891,832.81207,1353.5014844948,0
138.95707,9.7032,833.00965,1348.328241624,0
139.75657,9.6769,832.90639,1352.410352233,0
140.80665,9.6594,832.84571,1360.10775501,0
138.59306,9.65258,832.66474,1337.7805990948,0
140.6995,9.66014,832.56447,1359.17686793,0
136.94411,9.63392,832.35454,1319.3086002112,0
138.8066,9.63597,832.42054,1337.536233402,0
137.20021,9.68759,832.63621,1329.1393823939,0
139.37499,9.68165,832.32686,1349.3798719335,0
140.07042,9.64882,832.60066,1351.5142699044,0
141.53134,9.66251,832.51401,1367.5479880634,0
141.90391,9.6963,832.50677,1375.942882533,0
137.78572,9.68882,832.50868,1334.9810396504,0
143.69716,9.64695,832.6326,1386.239317662,0
140.25618,9.7032,832.78738,1360.933765776,0
141.52339,9.67707,832.78184,1369.5317516673,0
139.91656,9.65792,832.73585,1351.3029431552,0
139.72438,9.663,832.57681,1350.15668394,0
139.90851,9.681,832.95046,1354.45428531,0
138.03752,9.69512,832.84593,1338.2903209024,0
142.47255,9.62753,832.46504,1371.6587493015,0
139.88437,9.65423,832.91959,1350.4758813851,0
143.40157,9.70094,832.86594,1391.1300264758,0
138.09912,9.66113,832.67922,1334.1935512056,0
139.99572,9.64515,832.72031,1350.279718758,0
137.84792,9.6671,832.72244,1332.589627432,0
139.74579,9.65245,832.97005,1348.8892506855,0
141.23196,9.67637,832.45163,1366.6127007852,0
138.0526,9.64914,832.60492,1332.088864764,0
141.84793,9.64433,832.92832,1368.0282467369,0
138.56826,9.68818,832.64388,1342.4742451668,0
142.91133,9.70775,832.97367,1387.3474638075,0
141.83204,9.65355,832.78397,1369.182689742,0
138.97266,9.64877,832.89064,1340.9152326282,0
141.97031,9.65941,833.07416,1371.3494321171,0
141.42581,9.6499,832.93641,1364.744923919,0
139.788,9.70384,832.9396,1356.48038592,0
138.21573,9.7091,833.06011,1341.950344143,0
136.35345,9.64828,833.04031,1315.576264566,0
142.08556,9.64262,832.94514,1370.0770625672,0
138.98795,9.68806,832.93535,1346.523598877,0
140.69717,9.68155,832.52231,1362.1666862135,0
138.74788,9.64858,832.93492,1338.7200200104,0
140.39643,9.61148,833.10759,1349.4174790164,0
138.86642,9.63677,832.90809,1338.2237502634,0
136.43382,9.65148,833.04222,1316.7882850536,0
139.09115,9.69923,832.63068,1349.0770548145,0
138.06799,9.66898,832.67667,1334.9766339502,0
139.46387,9.63175,833.02136,1343.2811298725,0
139.55639,9.6606,832.6475,1348.198461234,0
138.48292,9.66598,832.77929,1338.5731350616,0
137.53158,9.64938,832.91214,1327.0944774204,0
139.92916,9.65982,832.78653,1351.6904983512,0
140.48981,9.67009,832.73756,1358.5491067829,0
138.63178,9.75711,833.26663,1352.6455269558,0
138.14477,9.73473,833.25662,1344.8020368621,0
137.86685,9.78139,833.24022,1348.5294279215,0
138.59275,9.78354,833.12164,1355.927713335,0
139.47956,9.73509,833.20786,1357.8460697604,0
136.7785,9.76038,833.22362,1335.01013583,0
137.75408,9.76576,833.2283,1345.2732843008,0
140.28052,9.74721,833.17188,1367.3436873492,0
136.36266,9.7466,832.84486,1329.072301956,0
141.60762,9.75556,833.1508,1381.4616333672,0
140.79542,9.74218,833.62686,1371.6543248156,0
140.34409,9.79115,833.54617,1374.1300368035,0
138.03899,9.75537,833.70138,1346.6214218763,0
141.03446,9.71025,833.33092,1369.479865215,0
139.80966,9.76826,833.52488,1365.6971093916,0
137.45106,9.78054,833.71372,1344.3455903724,0
139.3343,9.7495,833.61664,1358.43975785,0
138.18445,9.73423,833.62878,1345.1192187235,0
139.58114,9.75655,833.64602,1361.830371467,0
140.05124,9.72974,833.70521,1362.6621518776,0
137.94555,9.71711,832.91746,1340.4320833605,0
137.27325,9.77968,832.80845,1342.48845756,0
139.48366,9.77132,833.13888,1362.9394766312,0
138.24053,9.75419,833.05053,1348.4243953207,0
139.88568,9.76685,833.02072,1366.242453708,0
140.09543,9.77242,833.00624,1369.0713820406,0
139.73045,9.74491,832.99049,1361.6606595095,0
138.35416,9.72232,833.22234,1345.1234168512,0
140.92499,9.75187,833.17976,1374.2821822313,0
141.18372,9.75144,832.97665,1376.7445745568,0
139.38526,9.65149,832.74607,1345.2754430374,0
139.23312,9.62348,833.1557,1339.9071456576,0
141.11413,9.64822,832.60577,1361.5001713486,0
140.95095,9.67419,832.89447,1363.5862709805,0
136.52508,9.6855,832.79313,1322.31366234,0
141.80967,9.64844,832.75757,1368.2420924148,0
139.1,9.64934,832.78567,1342.223194,0
141.17335,9.67787,833.04818,1366.2573287645,0
139.83841,9.67048,832.95727,1352.3045471368,0
140.4068,9.64498,832.74629,1354.220777864,0
139.10405,9.659,832.41437,1343.60601895,0
139.08872,9.66257,832.44609,1343.9544932104,0
136.34611,9.69745,832.41586,1322.2095844195,0
138.45129,9.64537,832.42757,1335.4139190273,0
139.84296,9.6275,832.44098,1346.3380974,0
141.28946,9.67825,832.17975,1367.434716245,0
139.86351,9.70295,832.22233,1357.0886443545,0
139.49661,9.6773,832.52167,1349.950543953,0
140.51253,9.64693,832.37796,1355.5145410329,0
137.28029,9.64275,832.39159,1323.7595163975,0
138.27055,9.63275,832.59172,1331.9256405125,0
138.75527,9.68884,832.42629,1344.3776101868,0
138.95662,9.70239,832.28407,1348.2113203218,0
141.1407,9.66567,832.47292,1364.219429769,0
141.021,9.63007,832.38499,1358.04210147,0
137.83056,9.67762,832.35241,1333.8717840672,0
140.00827,9.69825,832.22935,1357.8352045275,0
139.18939,9.63294,832.22999,1340.8030425066,0
141.82905,9.63018,832.28514,1365.839280729,0
136.81302,9.66338,832.50315,1322.0762012076,0
138.93065,9.68047,832.18975,1344.9139894055,0
140.38863,9.67482,832.05009,1358.2347252966,0
139.29795,9.67874,832.15654,1348.228640583,0
137.39751,9.66966,832.16463,1328.5872065466,0
138.98658,9.65482,832.13823,1341.8904123156,0
139.01816,9.65174,832.16953,1341.7671355984,0
139.5447,9.64809,832.22616,1346.339824623,0
140.03196,9.64896,832.22999,1351.1627807616,0
139.65554,9.67011,831.99963,1350.4844339094,0
139.55877,9.66422,832.16612,1348.7266562094,0
139.15446,9.64085,831.62258,1341.567275691,0
139.84054,9.66725,831.3079,1351.873460315,0
142.79152,9.67909,831.54103,1382.0919733168,0
142.31945,9.63414,831.66792,1371.125506023,0
140.885,9.63109,831.44906,1356.87611465,0
138.21107,9.68456,831.66303,1338.5134000792,0
139.81533,9.71885,831.72051,1358.8442199705,0
140.84922,9.66625,831.51804,1361.483772825,0
137.79149,9.60953,831.66729,1324.1114568997,0
138.75902,9.6791,831.54785,1343.062430482,0
136.27019,9.68532,831.75032,1319.8203966108,0
139.58731,9.67832,831.78609,1350.9706541192,0
139.35611,9.6284,831.86465,1341.776369524,0
140.54559,9.64417,831.79333,1355.4455627103,0
140.60627,9.67174,831.42351,1359.9072858098,0
140.88814,9.64532,832.12205,1358.9111945048,0
139.8748,9.61475,831.61278,1344.8612333,0
140.63426,9.65977,831.83442,1358.4946057202,0
139.52293,9.67224,831.86188,1349.4992644632,0
140.34283,9.64737,831.78119,1353.9392078571,0
138.01687,9.65909,832.64111,1333.1173688483,0
140.16897,9.64147,832.45269,1351.4349191859,0
143.37981,9.64936,832.54062,1383.5234034216,0
139.71015,9.67783,832.48441,1352.0910809745,0
141.23074,9.65679,832.68902,1363.8355977246,0
139.29264,9.65258,832.5585,1344.5333510112,0
140.16102,9.66498,832.55723,1354.6534550796,0
139.86134,9.68952,832.49038,1355.1892511568,0
141.74609,9.66188,832.67262,1369.5337120492,0
139.27422,9.63446,832.48995,1341.8319016212,0
141.3015,9.64163,831.96131,1362.376781445,0
141.31294,9.62804,832.25937,1360.5666388376,0
139.86073,9.65281,832.41714,1350.0490531513,0
138.1226,9.67926,832.21019,1336.924557276,0
140.13101,9.66815,832.29621,1354.8076243315,0
138.86227,9.6188,832.35412,1335.688402676,0
140.988,9.66077,832.21786,1362.05264076,0
139.87738,9.67095,832.41394,1352.747148111,0
141.06448,9.67633,832.03306,1364.9864597584,0
141.15573,9.66582,832.26044,1364.3858781486,0
137.33303,9.68081,832.00559,1329.4949701543,0
142.2906,9.64781,832.58129,1372.792673586,0
140.15966,9.624,832.28237,1348.89656784,0
137.69628,9.66644,832.51869,1331.0328288432,0
140.21958,9.69041,832.52338,1358.7852202278,0
139.49768,9.66456,832.51869,1348.1836982208,0
135.92232,9.64783,832.37839,1311.3554365656,0
139.24334,9.63961,832.41501,1342.2514926974,0
138.38994,9.69244,832.26959,1341.3361900536,0
140.1094,9.67784,832.12673,1355.956355696,0
138.04936,9.64629,832.10928,1331.6641608744,0
136.49496,9.67362,831.93427,1320.4003749552,0
139.82677,9.70191,832.11162,1356.5867381307,0
140.5634,9.65551,832.29195,1357.211314334,0
138.82694,9.6732,832.24085,1342.900756008,0
138.05989,9.69877,832.19018,1339.0111193353,0
140.84071,9.66831,832.27044,1361.6916449001,0
139.37413,9.64256,832.2647,1343.9234109728,0
139.84003,9.6774,832.24617,1353.287906322,0
138.63922,9.6936,832.06925,1343.913142992,0
141.84504,9.54211,831.76905,1353.5009746344,0
140.84765,9.5548,832.05711,1345.77112622,0
139.69624,9.6169,831.78673,1343.444770456,0
141.70236,9.58506,831.98728,1358.2256227416,0
142.27288,9.57031,831.89424,1361.5955661928,0
141.80956,9.56133,831.97877,1355.8880003148,0
141.63297,9.5462,831.70242,1352.056658214,0
140.00422,9.59603,831.95322,1343.4846952466,0
140.86865,9.58655,832.01986,1350.4443566575,0
140.71727,9.58729,831.96876,1349.0972754983,0
139.44246,9.65851,831.86571,1346.8063943346,0
139.50871,9.67976,831.9892,1350.4108307096,0
141.06691,9.64846,831.96301,1361.0784384586,0
140.83449,9.6672,831.97855,1361.475181728,0
139.17815,9.67492,831.96386,1346.537466998,0
139.203,9.63752,831.84102,1341.57169656,0
140.92848,9.65226,832.2713,1360.2783303648,0
140.27991,9.68393,832.18486,1358.4608288463,0
138.43246,9.66671,832.17081,1338.1864454066,0
135.66576,9.6369,832.24128,1307.397362544,0
141.54318,9.64914,832.18613,1365.7699598652,0
139.44367,9.63814,832.2532,1343.9776135738,0
139.62927,9.67036,831.96727,1350.2653074372,0
137.36061,9.65632,832.0437,1326.3980055552,0
139.3221,9.67882,832.17038,1348.473527922,0
142.97895,9.6812,832.10353,1384.20781074,0
140.55034,9.65254,832.25363,1356.6677788636,0
137.54302,9.67485,831.96642,1330.708087047,0
138.60126,9.66375,832.00261,1339.407926325,0
140.18668,9.66614,832.22872,1355.0640750152,0
138.63896,9.73713,831.87742,1349.9455765848,0
140.54862,9.72412,832.27726,1366.7116467144,0
136.10787,9.74923,832.20338,1326.9469294401,0
138.12473,9.77705,832.07649,1350.4523914465,0
137.68054,9.7385,832.28471,1340.80193879,0
139.14799,9.73553,832.17911,1354.6794310847,0
139.90881,9.75477,832.41927,1364.7782625237,0
137.33211,9.77683,832.36966,1342.6726930113,0
138.6705,9.76834,832.12184,1354.58059197,0
138.201,9.77536,832.15505,1350.96452736,0
138.36484,9.75354,832.61599,1349.5470015336,0
138.61644,9.77879,832.81016,1355.5010573076,0
139.26946,9.75413,832.73798,1358.4524178698,0
138.35431,9.75385,832.79696,1349.4871865935,0
139.41265,9.75912,832.89936,1360.544780868,0
136.16516,9.77689,832.75736,1331.2717911524,0
139.12319,9.75647,832.71563,1357.3512295393,0
